REGION,K-12 SCHOOLS,DIVISION,DATE ANNOUNCED,Earliest Exposure,Earliest + 14 days,Lastest + 14 days,POSSIBLE OUTBREAK,CASES,Total Cases,GRADE LEVELS,DAYS OF EXPOSURE,,,,,,,,,,,,,,,,,,
WINNIPEG,"Elmwood High School
(505 Chalmers Ave)",WSD,"October 28, 2020","October 19, 2020","November 2, 2020",November 11,1,1,2,7-12,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Miles Macdonell Collegiate
(757 Roch St)",RETSD,"October 28, 2020","October 19, 2020","November 2, 2020",November 12,1,1,2,9-12,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Bernie Wolfe School
(95 Bournais Dr)",RETSD,"October 28, 2020","October 19, 2020","November 2, 2020","November 2, 2020",0,1,1,K-8,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Bernie Wolfe School
(95 Bournais Dr)",RETSD,"School notified November 11, 2020
Public Health November 12, 2020","November 6, 2020","November 20, 2020","November 20, 2020",0,1,1,K-8,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Collicutt School
(75 Cottingham St)",SOSD,"October 24, 2020","October 14, 2020","October 28, 2020","October 28, 2020",0,1,1,K-5,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Collicutt School
(75 Cottingham St)",,"November 9, 2020",November 2,November 16,November 16,1,2,2,K-5,,,,,,,,,,,,,,,,,,,
WINNIPEG,"General Wolfe School
(661 Banning St)",WSD,"October 28, 2020",October 20,November 3,November 3,0,1,1,7-9,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Pinkham School 
(765 Pacific Ave Winnipeg)",WSD,"October 29, 2020?",October 21,November 4,November 4,0,1,1,K-6,,,,,,,,,,,,,,,,,,,
WINNIPEG,"École George McDowell
(366 Paddington)",LRSD,"October 30, 2020","October 22, 2020","November 5, 2020","November 5, 2020",0,1,1,6-8,,,,,,,,,,,,,,,,,,,
WINNIPEG,"École Sacré-Coeur School
(809 Furby St)",WSD,"October 30, 2020","October 19, 2020","November 2, 2020",November 16,1,2,3,K-8,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Samuel Burland School 
(192 Burland Ave)",,,October 21,November 4,November 5,1,1,2,K-8,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Red River Valley Junior Academy 
(56 Grey St.)",INDEPENDENT,"October 30, 2020?",October 21,November 4,November 9,1,1,2,K-12,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,"École Laura Secord School
(960 Wolseley Ave)",WSD,"October 31, 2020",October 21,November 4,November 4,0,1,1,K-6,,,,,,,,,,,,,,,,,,,
WINNIPEG,"École Laura Secord School
(960 Wolseley Ave)",,"November 11, 2020",November 4,November 18,November 18,0,1,1,K-6,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Collège Jeanne-Sauvé
(1128 Dakota St)",LRSD,"October 31, 2020",October 21,November 4,November 11,1,1,4,9-12,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Dalhousie School 
(262 Dalhousie Dr.)",PTSD,"October 31, 2020",October 20,November 3,November 3,0,1,1,K-6,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Linden Christian School 
(877 Wilkes Ave.)",INDEPENDENT,"October 31, 2020",October 27,November 10,"November 17, 2020",1,1,5,K-12,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Shaftesbury High School
(2240 Grant Ave)",PTSD,"November 1, 2020",October 23,November 6,November 9,1,2,17,9-12,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Oakenwald School
(666 Oakenwald Ave,)",PTSD,"November 1, 2020","October 26, 2020","November 9, 2020","November 9, 2020",1,1,1,K-6,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Shamrock School
(831 Beaverhill Blvd,)",LRSD,"November 1, 2020","October 26, 2020","November 9, 2020",November 12,1,1,2,K-8,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,"École Guyot
(400 Willowlake Crescent)",LRSD,"November 1, 2020","October 20, 2020","November 3, 2020","November 3, 2020",0,1,1,K-7,,,,,,,,,,,,,,,,,,,
WINNIPEG,"École Dieppe
(530 Dieppe Rd)",PTSD,"November 1, 2020","October 26, 2020","November 9, 2020","November 9, 2020",0,1,1,K-4,,,,,,,,,,,,,,,,,,,
WINNIPEG,"École Munroe Middle School
(405 Munroe Ave)",RETSD,"November 1, 2020",October 26,November 9,November 9,0,1,1,6-8,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Henry G Izatt Middle School
(960 Scurfield Blvd)",PTSD,"November 1, 2020","October 19, 2020","November 2, 2020","November 16, 2020",1,1,3,5-9,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Sister MacNamara School 
(460 Sargent Ave.)",WSD,"November 1, 2020",October 26,November 9,November 12,1,1,4,K-6,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,"École Christine-Lespérance
(425 John Forsyth Rd)",DSFM,"November 2, 2020",October 20,November 3,November 9,1,1,2,K-8,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Ecole Belmont
(525 Avenue Belmont)",SOSD,"November 3, 2020",October 27,November 10,November 18,1,1,3,K-5,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Luxton School
(111 Polson Avenue)",WSD,"November 3, 2020",22-Oct,05-Nov,19-Nov,0,1,1,K-6,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Windsor School
(80 Cunnington Ave)",LRSD,"November 3, 2020",October 28,November 11,November 11,0,1,1,K-8,,,,,,,,,,,,,,,,,,,
WINNIPEG,"École Lacerte
(1101 Promenade Autumnwood)",DSFM,"School notified November 4, 2020
Public Health November 6, 2020","October 30, 2020","November 13, 2020","November 13, 2020",0,1,1,K-8,,,,,,,,,,,,,,,,,,,
WINNIPEG,"H.C. Avery School
(10 Marigold Bay)",SOSD,"November 4, 2020",October 19,November 2,November 2,0,1,1,6-8,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Riverbend Community School
(123 Red River Boulevard West)",SOSD,"School notified November 3, 2020
Public Health November 5, 2020",October 29,November 12,November 12,0,1,1,K-5,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Montrose School
(691 Montrose Street",WSD,"November 4, 2020",October 26,November 9,November 9,0,1,1,K-6,,,,,,,,,,,,,,,,,,,
WINNIPEG,"École Henri-Bergeron
(363 Enfield Cres)",LRSD,"November 4, 2020",October 27,November 10,November 10,0,1,1,4-8,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Nelson Mcintyre Collegiate 
(188 St. Mary'S Road)",LRSD,"November 4, 2020",October 26,November 9,November 9,0,1,1,9-12,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Arthur A. Leach School
(1827 Chancellor Dr.)
",PTSD,"November 5, 2020",October 29,November 12,November 12,0,1,1,5-9,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Vincent Massey Collegiate
(975 Dowker Avenue)",PTSD,"November 5, 2020",October 20,November 3,November 3,0,1,1,9-12,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Collège Sturgeon Heights Collegiate
(2665 Ness Avenue)",SJASD,"School notified November 5, 2020
Public Health November 6, 2020",October 27,November 10,November 10,0,1,1,9-12,,,,,,,,,,,,,,,,,,,
WINNIPEG,"École Salisbury Morse Place School 
(795 Prince Rupert Avenue)",RETSD,"November 5, 2020",October 29,November 12,November 12,0,1,1,K-8,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Ecole Stanley Knowles School 
(2424 King Edward Street)",WSD,"November 5, 2020",October 28,November 11,November 11,1,2,2,K-8,,,,,,,,,,,,,,,,,,,
WINNIPEG,"R.F. Morrison School
(25 Morrison Street)",SOSD,"November 6, 2020","October 30, 2020","November 13, 2020","November 13, 2020",0,1,1,K-6,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Meadows West School
(150 Inkster Garden Dr.)",WSD,"November 6, 2020",October 26,November 9,November 12,1,1,2,K-8,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Marymound School 
(442 Scotia St.)",INSTITUTIONAL,"November 5, 2020","October 30, 2020","November 13, 2020","November 13, 2020",0,1,1,1-12,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Winnipeg Adult Education Centre 
(310 Vaughan St.)",WSD,"October 12, 2020","October 5, 2020","October 19, 2020",October 27,1,1,4,10-12,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Winnipeg Adult Education Centre 
(310 Vaughan St.)",,"November 6, 2020",October 28,November 11,November 11,0,1,1,10-12,,,,,,,,,,,,,,,,,,,
WINNIPEG,"St. James Collegiate 
(1900 Portage Avenue)",SJASD,"November 7, 2020","November 2, 2020","November 16, 2020","November 16, 2020",0,1,1,9-12,,,,,,,,,,,,,,,,,,,
WINNIPEG,"École Riviere Rouge
(55 Swinford Way)",SOSD,"School notified November 7, 2020
Public Health November 10, 2020","November 2, 2020","November 16, 2020","November 16, 2020",0,1,1,K-5,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Isaac Brock School
(1265 Barratt Avenue)",WSD,"November 7, 2020",October 28,November 11,"November 17, 2020",1,1,2,K-9,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Balmoral Hall School 
(630 Westminster Avenue)",INDEPENDENT,"November 8, 2020",02-Nov,16-Nov,30-Nov,0,1,1,K-12,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Arthur E. Wright Community School 
(1520 Jefferson Avenue)",SOSD,"November 8, 2020",October 30,November 13,November 13,0,1,1,K-8,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Princess Margaret School
(367 Hawthorne Avenue)",RETSD,"November 8, 2020",November 2,November 16,November 16,0,1,1,K-5,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Freedom International School 
(771 Sargent Ave.)",INDEPENDENT,"November 8, 2020?",October 29,November 12,November 12,0,1,1,8-12,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Robertson School 
(550 Robertson St.)",WSD,"November 8, 2020",November 2,November 16,November 16,0,1,1,K-6,,,,,,,,,,,,,,,,,,,
WINNIPEG,"École Centrale
(604 Rue Day)",RETSD,"November 9, 2020",November 3,November 17,November 17,0,1,1,K-4,,,,,,,,,,,,,,,,,,,
WINNIPEG,"École Secondaire Kelvin High School
(155 Kingsway)",WSD,"November 9, 2020","October 28, 2020","November 16, 2020","November 16, 2020",1,1,2,9-12,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Bertrun E. Glavin School
(166 Antrim Road)",RETSD,"November 9, 2020",November 2,November 16,November 17,1,1,2,K-5,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Strathcona School
(233 Mckenzie Street)",WSD,"November 9, 2020",November 3,November 17,November 17,0,1,1,K-6,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Louis Riel Arts and Technology Centre
(5 De Bourmont Ave)",LRSD,"November 10, 2020",November 2,November 16,November 17,1,1,2,11-12,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Strathmillan School 
(339 Strathmillan Road)",SJASD,"November 11, 2020","November 4, 2020","November 18, 2020","November 18, 2020",0,1,1,K-5,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Ecole River Heights School
(1350 Grosvenor Ave)",WSD,"November 11, 2020",November 2,November 16,November 16,0,1,1,7-8,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Archwood School
(800 Archibald St)",LRSD,"November 10, 2020",October 28,November 11,November 11,0,1,1,K-8,,,,,,,,,,,,,,,,,,,
WINNIPEG,"John M. King School
(525 Agnes St.)",WSD,"November 11, 2020","November 4, 2020","November 18, 2020","November 18, 2020",0,1,1,K-6,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Pacific Junction School
(715 Cathcart Street)",PTSD,"November 12, 2020","November 6, 2020","November 20, 2020","November 20, 2020",0,1,1,K-5,,,,,,,,,,,,,,,,,,,
WINNIPEG,"J. H. Bruns Collegiate
(250 Lakewood Blvd)",LRSD,"November 12, 2020",November 5,November 19,November 19,0,1,1,9-12,,,,,,,,,,,,,,,,,,,
WINNIPEG,"École Sage Creek School
(315 Sage Creek Blvd)",LRSD,"November 12, 2020",October 28,November 11,November 12,1,1,2,K-6,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Collège Béliveau
(296 Chemin Speers)",LRSD,"November 12, 2020",November 4,November 18,November 18,0,1,1,7-12,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Lord Selkirk School
(170 Poplar Avenue)",WSD,"November 12, 2020",November 3,November 17,November 17,1,2,2,K-6,,,,,,,,,,,,,,,,,,,
WINNIPEG,"West St. Paul School
(3740 Main Street)",SOSD,"November 12, 2020?","November 2, 2020","November 16, 2020","November 16, 2020",0,1,1,K-8,,,,,,,,,,,,,,,,,,,
WINNIPEG,"École Sun Valley School 
(125 Sun Valley Drive)",RETSD,"November 13, 2020","November 4, 2020","November 18, 2020","November 18, 2020",0,1,1,K-5,,,,,,,,,,,,,,,,,,,
WINNIPEG,"École Marie-Anne-Gaboury
(95 Rue Pulberry)",LRSD,"November 13, 2020",November 5,November 19,November 19,0,1,1,K-8,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Brock-Corydon School
(1510 Corydon Avenue)",WSD,"November 13, 2020",November 3,November 17,November 17,0,1,1,K-6,,,,,,,,,,,,,,,,,,,
WINNIPEG,"École Waterford Springs School
(2090 Jefferson Avenue)",WSD,"November 13, 2020",November 2,November 16,November 16,0,1,1,K-8,,,,,,,,,,,,,,,,,,,
WINNIPEG,"École Noël-Ritchot
(45 Avenue De La Digue)",DSFM,"November 13, 2020?",November 9,November 23,November 23,0,1,1,K-8,,,,,,,,,,,,,,,,,,,
WINNIPEG,"Niakwa Place School
(200 Pebble Beach Road)",LRSD,"November 13, 2020","November 6, 2020","November 20, 2020","November 20, 2020",0,1,1,K-8,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNIPEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
